Country Name,Country Code,Year,CHE_PPP,CHE10,FPE,OOP_pct,DEA_Efficiency
Montenegro,MNE,2015,1460.07615605329,10.27,89.73,37.72554779,0.09498511607386431
Namibia,NAM,2015,1044.60998277259,1.52,98.48,7.3291502,0.16875270308928408
Nigeria,NGA,2015,185.883651818011,18.53,81.47,71.89007568,0.18898002973575337
Nepal,NPL,2015,161.650878659451,9.84,90.16,59.4352417,0.22067196331992725
Pakistan,PAK,2015,111.779544365698,4.47,95.53,64.43975067,0.27289535196897186
Peru,PER,2015,578.203049484522,8.26,91.74,30.14810181,0.18478378956076638
Philippines,PHL,2015,268.757499478344,6.31,93.69,51.1785965,0.1801172734904715
Poland,POL,2015,1717.35929009022,14.77,85.23,23.03758621,0.09398539102831414
El Salvador,SLV,2015,694.855934432273,2.3,97.7,35.22028351,0.15573865409662435
Serbia,SRB,2015,1312.5111832535,8.05,91.95,40.58773422,0.09990709222143128
Slovak Republic,SVK,2015,2033.76661924823,2.65,97.35,18.443573,0.08418826062363909
Slovenia,SVN,2015,2689.42033520024,2.51,97.49,12.49877739,0.06786117542838939
Togo,TGO,2015,117.430109041544,26.45,73.55,66.96256256,0.2608964313848058
Thailand,THA,2015,608.321119856769,1.88,98.12,11.91061687,0.24538210273721162
Tunisia,TUN,2015,669.961007011244,16.74,83.26,39.67178345,0.15020071297369672
Turkiye,TUR,2015,1040.8461041687,3.51,96.49,16.94873238,0.14941926672319067
Ukraine,UKR,2015,733.095386435762,7.13,92.87,48.23913574,0.13021367664336758
United States,USA,2015,9200.93133248374,4.4,95.6,11.75374031,0.020885213497784976
Zambia,ZMB,2015,147.84147758589,0.28,99.72,12.25534916,0.5697321536181899
Afghanistan,AFG,2016,261.566866928026,23.84,76.16,75.97433472,0.14575570810168106
Armenia,ARM,2016,1078.44064546615,19.29,80.71000000000001,80.6469574,0.08272275151254233
Bangladesh,BGD,2016,109.412957923441,24.42,75.58,71.49494171,0.26466830671199515
Bulgaria,BGR,2016,1537.63886097561,22.29,77.71000000000001,43.25471497,0.08791020520885373
Belarus,BLR,2016,1050.702270065,9.53,90.47,26.71418381,0.1326137288262025
Barbados,BRB,2016,1115.96201394759,16.37,83.63,45.05650711,0.10669968863298673
Canada,CAN,2016,5103.64665868687,3.4,96.6,15.60679913,0.03662825636342157
Switzerland,CHE,2016,7543.55137038756,7.15,92.85,21.27206993,0.024871558373570548
Chile,CHL,2016,1990.21504920164,14.6,85.4,34.75082779,0.07699186369633265
Colombia,COL,2016,1056.38520605909,8.19,91.81,15.61221027,0.1500910418334027
Spain,ESP,2016,3343.15398260259,7.28,92.72,21.95563507,0.053071940348636736
Finland,FIN,2016,4213.80738451905,6.72,93.28,19.27291298,0.043359322794425274
United Kingdom,GBR,2016,4348.86937179224,2.09,97.91,15.67987061,0.04262886268042049
Georgia,GEO,2016,1165.1821085307,30.74,69.26,60.7001152,0.09173290041135888
Ghana,GHA,2016,169.893855002895,1.33,98.67,37.82372665,0.2527385142202737
Greece,GRC,2016,2322.72643625741,16.89,83.11,34.30815125,0.0682693076527979
Hungary,HUN,2016,1959.38089676645,11.91,88.09,27.68942833,0.0816045795345528
Indonesia,IDN,2016,310.081437615651,4.31,95.69,38.12414932,0.2129428807440266
"Iran, Islamic Rep.",IRN,2016,1137.13457356271,15.78,84.22,36.55317688,0.1138261357169729
Japan,JPN,2016,4324.3399171434,9.4,90.6,12.85439873,0.04328564181599383
Kyrgyz Republic,KGZ,2016,298.447210734546,3.47,96.53,57.21311569,0.16138467730103778
"Korea, Rep.",KOR,2016,2760.95388600378,13.95,86.05,36.48467636,0.058615089957008974
Liberia,LBR,2016,157.762615323847,6.75,93.25,46.7549324,0.23999616737781815
St. Lucia,LCA,2016,690.469941850936,6.17,93.83,45.42465591,0.13826733958307375
Sri Lanka,LKA,2016,458.012241088255,5.44,94.56,50.1216011,0.15550429579285063
Luxembourg,LUX,2016,5806.30467269822,3.52,96.48,10.74443722,0.03280055418664742
Latvia,LVA,2016,1631.07362884453,21.41,78.59,43.32296753,0.08433627623927956
Moldova,MDA,2016,620.854217678566,17.15,82.85,46.29189682,0.14392188397729122
Maldives,MDV,2016,1920.75895112192,10.27,89.73,18.93492508,0.08816788141064556
Mexico,MEX,2016,1082.62991948582,1.54,98.46,41.3722229,0.1123455822942484
Mali,MLI,2016,80.0365339758319,1.95,98.05,35.75055695,0.41884858848618695
Mongolia,MNG,2016,489.036877585581,4.49,95.51,34.81768417,0.18731716474546772
Malaysia,MYS,2016,935.790627376657,1.96,98.04,35.94845581,0.1297157965046998
Nepal,NPL,2016,161.418749208597,10.66,89.34,55.44006729,0.22541900918803345
Peru,PER,2016,604.265407844917,8.46,91.53999999999999,29.5966835,0.18183193673736694
Poland,POL,2016,1856.86220963737,15.04,84.96000000000001,22.74558067,0.08828078073638608
West Bank and Gaza,PSE,2016,514.542791976022,9.0,91.0,42.70000076,0.16359625412294335
Romania,ROU,2016,1210.83316276544,13.42,86.58,20.75498581,0.12705816596319863
Rwanda,RWA,2016,111.397438778553,1.15,98.85,13.24364662,0.6060205153594024
El Salvador,SLV,2016,736.857034491996,4.9,95.1,34.5382576,0.15198777473473146
"Somalia, Fed. Rep.",SOM,2016,37.4867276163693,0.55,99.45,44.98737717,0.7466017818666312
Suriname,SUR,2016,867.481983819115,4.87,95.13,21.82023811,0.1611210524827151
Eswatini,SWZ,2016,593.221410414995,5.0,95.0,10.58516216,0.25707053968273663
Thailand,THA,2016,656.681703204639,1.99,98.01,10.8130331,0.23628270615991065
Tajikistan,TJK,2016,202.905221649611,9.15,90.85,66.00267029,0.1820665244456796
Turkiye,TUR,2016,1110.57942653774,3.73,96.27,16.46614456,0.1426786656490887
Uganda,UGA,2016,111.678899331241,15.27,84.73,40.60963821,0.3204665738557795
Ukraine,UKR,2016,777.953065501439,8.93,91.07,48.35792542,0.1262922305041768
Uruguay,URY,2016,1973.08320128514,2.11,97.89,16.43923569,0.0876814192951691
United States,USA,2016,9535.60048808215,4.47,95.53,11.62600517,0.020170649573408677
Viet Nam,VNM,2016,407.834094831029,9.39,90.61,41.35647964,0.1831945974791202
Albania,ALB,2017,832.955874831663,8.85,91.15,57.18074036,0.11211422277073892
Argentina,ARG,2017,2399.4439117441,9.57,90.43,20.74797821,0.07178132982834841
Armenia,ARM,2017,1278.00393260604,21.44,78.56,84.34803009,0.0745787902384979
Bulgaria,BGR,2017,1661.7176383074,21.16,78.84,42.19384384,0.08388338406519028
Belarus,BLR,2017,1056.47330120896,10.2,89.8,27.05755615,0.1316104435013837
Brazil,BRA,2017,1378.92393296078,11.81,88.19,24.46793365,0.11073030463914134
Bhutan,BTN,2017,352.284445101614,3.98,96.02,13.3064661,0.3467823569993715
Canada,CAN,2017,5240.51940680873,3.8,96.2,15.82835293,0.035692085888769376
Switzerland,CHE,2017,7755.17727442833,7.9,92.1,21.55899429,0.024207680417152183
Djibouti,DJI,2017,115.971571825083,1.47,98.53,26.03968811,0.36779593942193417
"Egypt, Arab Rep.",EGY,2017,594.79720776435,31.14,68.86,56.39825058,0.13087213957675584
Spain,ESP,2017,3598.63989037334,7.09,92.91,24.08994675,0.04921360257459739
Gabon,GAB,2017,411.455794024276,3.83,96.17,25.15639114,0.24075712507225286
United Kingdom,GBR,2017,4470.11052488707,2.2,97.8,15.82855606,0.04151323025653017
Georgia,GEO,2017,1173.32799010833,31.39,68.61,62.44371033,0.0902102902302279
Hungary,HUN,2017,1999.00851890888,11.61,88.39,27.24947357,0.08051302003896442
Indonesia,IDN,2017,310.387468170017,4.52,95.48,36.17775345,0.22033075938654365
India,IND,2017,180.407423467841,17.46,82.53999999999999,55.11247635,0.20823524989868503
"Iran, Islamic Rep.",IRN,2017,1163.12432794892,16.86,83.14,32.80345154,0.1161237390649354
Iraq,IRQ,2017,422.367697072078,19.57,80.43,58.04656601,0.14500305363401664
Israel,ISR,2017,2949.81977416572,11.84,88.16,22.43102837,0.05925796637184923
Jordan,JOR,2017,658.735447420871,6.36,93.64,33.99718094,0.16294909789863604
Japan,JPN,2017,4413.18629236203,9.6,90.4,12.65492725,0.04248245955246674
Kazakhstan,KAZ,2017,731.764378703708,2.84,97.16,33.14392471,0.15528947605832802
"Korea, Rep.",KOR,2017,2926.77117938189,13.21,86.78999999999999,35.78922272,0.056024844405794416
Luxembourg,LUX,2017,5961.60261392162,4.69,95.31,10.66126442,0.03197703643950266
Moldova,MDA,2017,794.869290604907,16.29,83.71000000000001,43.63447952,0.13125955955370536
Mali,MLI,2017,80.3813146139896,1.51,98.49,37.50244141,0.4108254705603817
Myanmar,MMR,2017,220.83173177914,12.71,87.28999999999999,75.68733215,0.16486973453475168
Mauritius,MUS,2017,1239.78175534862,8.2,91.8,47.39693832,0.0980898017523046
Panama,PAN,2017,2407.87885995687,6.2,93.8,31.91596031,0.06717422894918965
Peru,PER,2017,621.620109136811,7.97,92.03,28.94732857,0.18066745667899248
Poland,POL,2017,1972.36793970352,15.51,84.49,22.73643494,0.08392238470971015
Qatar,QAT,2017,3002.03810876146,1.3,98.7,6.88137674,0.06300713796176508
El Salvador,SLV,2017,755.122853753257,3.9,96.1,37.28125,0.14499620897988147
"Somalia, Fed. Rep.",SOM,2017,42.2444179689043,0.13,99.87,39.6850853,0.9999999999996472
Sao Tome and Principe,STP,2017,256.541219326376,4.83,95.17,14.75731373,0.39778124244694024
Thailand,THA,2017,677.059967108563,2.22,97.78,11.83790398,0.22625089038070645
Tajikistan,TJK,2017,206.78412651806,8.85,91.15,63.15241241,0.18168685061711148
Turkiye,TUR,2017,1139.10260447613,4.46,95.54,17.38420105,0.13832754031795164
Ukraine,UKR,2017,813.704638495788,7.3,92.7,49.17758942,0.12243756368560645
United States,USA,2017,9822.60605528924,4.5,95.5,11.34881878,0.019600950800385184
Zimbabwe,ZWE,2017,149.767935707889,11.82,88.18,10.54844856,0.6151660443383545
Angola,AGO,2018,190.30933929081,35.53,64.47,36.24733353,0.2543252258878456
Benin,BEN,2018,101.821094387433,14.29,85.71000000000001,49.22253418,0.3202641046166466
Burkina Faso,BFA,2018,102.632669494356,8.37,91.63,36.23123169,0.3517509046661388
Bulgaria,BGR,2018,1753.56327690919,21.28,78.72,39.32843781,0.0822667975648712
Belarus,BLR,2018,1102.02202824589,9.99,90.01,25.44559479,0.12989108437674385
Belize,BLZ,2018,453.119819271393,6.2,93.8,22.96988678,0.23881232873999855
Bolivia,BOL,2018,591.229168070987,4.26,95.74,22.10827065,0.20741354467068
China,CHN,2018,814.630086026044,24.33,75.67,35.75046921,0.14134029653439686
Cote d'Ivoire,CIV,2018,152.902803893692,8.33,91.67,39.2853241,0.2598870633733103
Costa Rica,CRI,2018,1566.32042725931,7.41,92.59,22.4164257,0.10184363906569134
Czechia,CZE,2018,3075.20614608327,3.85,96.15,14.15549374,0.05938717876346216
Dominican Republic,DOM,2018,758.960216959216,8.17,91.83,28.47889519,0.16136502809710607
Spain,ESP,2018,3731.49996051404,7.06,92.94,24.14520836,0.0476153635753965
Ethiopia,ETH,2018,69.2233849696006,3.48,96.52,35.49158096,0.46106301325435894
United Kingdom,GBR,2018,4614.18696766086,2.27,97.73,16.17838669,0.04023819302049904
Georgia,GEO,2018,1144.00984996743,29.99,70.01,58.10008621,0.09451065411217272
Guinea,GIN,2018,106.338307620256,1.5,98.5,67.11582947,0.2763777452549386
Guinea-Bissau,GNB,2018,149.85417712923,5.05,94.95,66.98523712,0.22365001548821328
Hungary,HUN,2018,2112.94481327715,12.31,87.69,26.78894615,0.07713818990136874
Indonesia,IDN,2018,326.103776326436,4.74,95.26,35.23954773,0.22016134720916938
"Iran, Islamic Rep.",IRN,2018,984.711822271363,17.0,83.0,39.99976349,0.12063254299194656
Israel,ISR,2018,3035.32613663784,12.81,87.19,21.83692932,0.05792778996496432
Japan,JPN,2018,4522.3413919771,9.7,90.3,12.99456692,0.04145332687368397
Kazakhstan,KAZ,2018,707.173944574643,2.61,97.39,33.47025299,0.15770760313484192
"Korea, Rep.",KOR,2018,3246.98677712342,11.96,88.03999999999999,34.67647934,0.0515696226123097
Moldova,MDA,2018,789.42537807563,13.09,86.91,40.02738953,0.1370609456731795
Mexico,MEX,2018,1095.91173650131,2.51,97.49,42.30939865,0.11055334621293757
North Macedonia,MKD,2018,1172.94149598749,8.41,91.59,41.23317337,0.1069485219529807
Mali,MLI,2018,83.9761350649616,2.06,97.94,32.55354691,0.41801074706987795
Mongolia,MNG,2018,565.673398471365,7.18,92.82,43.93989944,0.1544484073152312
Niger,NER,2018,67.5165256872818,6.52,93.48,48.96118927,0.4095557406342326
Nigeria,NGA,2018,157.105270993209,15.79,84.21000000000001,75.94579315,0.20756781694051074
Pakistan,PAK,2018,140.839066362795,5.39,94.61,56.24115753,0.2469393480420948
Peru,PER,2018,679.840135403432,9.21,90.78999999999999,29.74592972,0.16957276085195477
Poland,POL,2018,2021.77060101869,14.35,85.65,20.42033195,0.08348310228396874
Saudi Arabia,SAU,2018,3011.30378763351,1.31,98.69,15.89835358,0.06004140027452341
Senegal,SEN,2018,149.805101797199,6.86,93.14,48.3353653,0.24714885888205101
Sierra Leone,SLE,2018,139.926057014635,16.4,83.6,60.98888779,0.24156940260743193
El Salvador,SLV,2018,766.010657011516,3.41,96.59,37.49291611,0.1434813208129146
Serbia,SRB,2018,1507.56363488042,8.97,91.03,38.31092453,0.09243890638470396
Slovenia,SVN,2018,3236.61402075633,3.69,96.31,11.98157787,0.05719468297307966
Chad,TCD,2018,73.2799515768197,9.3,90.7,64.376091,0.34415936159634775
Togo,TGO,2018,127.348479655682,13.68,86.32,64.66403961,0.25152374997410276
Thailand,THA,2018,730.379120444958,2.04,97.96,10.11109638,0.21974684404971292
Tajikistan,TJK,2018,215.260701328284,9.8,90.2,68.41996002,0.17269602167367665
Turkiye,TUR,2018,1124.65599319441,4.3,95.7,17.49141884,0.13958083483869296
Tanzania,TZA,2018,110.040920459283,4.3,95.7,20.79366684,0.4424692048621281
Ukraine,UKR,2018,893.6309938762,7.78,92.22,50.65900421,0.11499473893515239
United States,USA,2018,10180.4823229849,4.51,95.49,11.32081032,0.018924825047072658
Viet Nam,VNM,2018,503.180098442379,10.03,89.97,44.58100891,0.16107346229845415
United Arab Emirates,ARE,2019,3409.700148469,0.372,99.628,12.23162079,0.0543855699625573
Armenia,ARM,2019,1738.55875811611,24.86,75.14,84.79430389,0.06331632806713995
Belarus,BLR,2019,1305.00109860036,9.33,90.67,25.69003105,0.11423574586561436
Bolivia,BOL,2019,631.930127874865,4.55,95.45,23.99159813,0.19294911104252427
Canada,CAN,2019,5554.96352468819,3.5,96.5,15.42836094,0.03379719571485157
Czechia,CZE,2019,3422.44715438304,4.64,95.36,14.309021,0.05370003407217219
Spain,ESP,2019,4075.97609213283,7.87,92.13,23.84757805,0.04398702745217887
United Kingdom,GBR,2019,4983.83652854371,2.22,97.78,16.03681946,0.03741746923152088
Georgia,GEO,2019,1201.65520322936,31.0,69.0,56.99837112,0.09272335286526559
Indonesia,IDN,2019,345.046001576198,2.53,97.47,34.55001068,0.21822705525828942
"Iran, Islamic Rep.",IRN,2019,832.175810194026,15.35,84.65,39.13536072,0.13438781204453684
Japan,JPN,2019,4679.33218824469,10.5,89.5,12.9017725,0.04013402436923869
Kazakhstan,KAZ,2019,799.701068382388,2.91,97.09,33.86382675,0.14609525267686876
Kyrgyz Republic,KGZ,2019,229.016769144427,4.29,95.71,46.181427,0.20238819013238132
Cambodia,KHM,2019,311.269698199494,17.86,82.14,64.39125061,0.14602307419619548
Lao PDR,LAO,2019,202.090167288715,8.4,91.6,41.83228683,0.22480232199343836
Luxembourg,LUX,2019,6700.66965094926,4.52,95.48,9.58771706,0.028609333806026396
Morocco,MAR,2019,409.959564651381,8.2,91.8,46.55796814,0.1696500227524591
Moldova,MDA,2019,864.662968865747,14.05,85.95,35.6937027,0.1365070392058092
North Macedonia,MKD,2019,1412.93528345454,9.73,90.27,39.08806229,0.09616411807934754
Mali,MLI,2019,91.125148472922,1.8,98.2,31.07923317,0.40009904901912613
Mozambique,MOZ,2019,109.743746034701,3.58,96.42,9.71002865,0.7391136115311497
Malawi,MWI,2019,92.1473593931542,2.91,97.09,11.85419559,0.6952064609709664
Malaysia,MYS,2019,1111.03714581917,1.52,98.48,36.0626564,0.11611479069382159
Peru,PER,2019,709.342868059496,8.41,91.59,28.34798813,0.1685371787694361
Poland,POL,2019,2292.10627205968,14.86,85.14,20.09078407,0.07501800584850503
Russian Federation,RUS,2019,1759.39899967257,7.2,92.8,36.57374573,0.08361017022700787
El Salvador,SLV,2019,859.415342428711,4.06,95.94,37.6710701,0.1340406347975395
Serbia,SRB,2019,1701.65775251246,8.53,91.47,37.03455734,0.08544479282083826
Thailand,THA,2019,756.757118622001,1.87,98.13,8.66960335,0.21894133747427305
Turkiye,TUR,2019,1200.39248868231,4.22,95.78,17.04763412,0.13308012627637764
Ukraine,UKR,2019,953.68413708251,8.32,91.68,51.11891937,0.11062107106592048
United States,USA,2019,10550.2206945449,4.35,95.65,11.30872917,0.018273132935017682
Afghanistan,AFG,2020,401.16333264641,26.08,73.92,74.81396484,0.12257596308773289
Armenia,ARM,2020,1844.10278234491,23.18,76.82,77.84781647,0.0634340793441071
Burundi,BDI,2020,84.301690937684,4.77,95.23,20.45733452,0.48000838359537673
Belarus,BLR,2020,1598.28283021619,13.5,86.5,24.76618576,0.09829026710174878
United Kingdom,GBR,2020,5808.38012848447,2.36,97.64,12.40982437,0.032643532719703425
Georgia,GEO,2020,1520.02829376448,30.67,69.33,54.57889175,0.0818957402062538
Indonesia,IDN,2020,401.223289913644,2.23,97.77,31.19621658,0.21763500421626722
"Iran, Islamic Rep.",IRN,2020,700.010304525198,13.82,86.18,37.40495682,0.15092537977102327
Japan,JPN,2020,4855.9607582898,10.9,89.1,11.5586462,0.03889915158346955
Kazakhstan,KAZ,2020,1089.86734426699,3.43,96.57,27.74455261,0.12780198925110586
Kyrgyz Republic,KGZ,2020,257.988148371502,4.91,95.09,46.02117538,0.19701920226403571
Luxembourg,LUX,2020,7088.20370765635,3.8,96.2,8.38729095,0.027150456511109654
Moldova,MDA,2020,944.398271281347,11.97,88.03,30.92627144,0.13618907082375878
Mexico,MEX,2020,1171.40563850852,4.44,95.56,38.76134109,0.10940312502052733
Mongolia,MNG,2020,646.029106133253,14.71,85.28999999999999,43.71080399,0.14565129516506997
Peru,PER,2020,817.581330350486,9.67,90.33,22.49866867,0.1664593488310446
Poland,POL,2020,2356.09113851299,15.24,84.76,19.53498077,0.07346990260151694
Russian Federation,RUS,2020,2538.82360457465,7.7,92.3,24.88454437,0.06675595565580912
Thailand,THA,2020,835.011548990053,1.9,98.1,10.54276752,0.19533019746254346
United States,USA,2020,11648.4953090229,3.98,96.02,10.06959915,0.016604509875738697
Viet Nam,VNM,2020,502.938679900366,8.46,91.53999999999999,42.40335083,0.1658595690380883
Armenia,ARM,2021,2024.83372763285,19.89,80.11,78.65647888,0.05969397348716593
Belarus,BLR,2021,1784.44988282305,16.54,83.46000000000001,21.92699814,0.09181602623053646
Bolivia,BOL,2021,771.477813151763,5.69,94.31,22.73787498,0.1726546176175643
Georgia,GEO,2021,1951.38810169459,31.41,68.59,51.89904404,0.07046505284273426
Indonesia,IDN,2021,472.82176279231,1.97,98.03,27.1673317,0.2159454357245444
"Iran, Islamic Rep.",IRN,2021,726.492590719466,15.36,84.64,41.70082092,0.14061099443897787
Japan,JPN,2021,5358.70264015009,11.1,88.9,10.81970024,0.035447320213267124
Kazakhstan,KAZ,2021,1292.98944963159,3.72,96.28,25.03029823,0.1157585333350023
Luxembourg,LUX,2021,7734.7397617275,4.34,95.66,8.79836845,0.024898903280974487
Moldova,MDA,2021,1200.78340748975,14.15,85.85,29.41590118,0.11727760284617524
Mali,MLI,2021,83.1808303762911,1.7,98.3,44.09402466,0.3789158481832918
Mongolia,MNG,2021,1080.65806755941,14.03,85.97,30.87066269,0.12448570004836403
Peru,PER,2021,1019.321046243,12.59,87.41,25.10678101,0.13794360057354152
Poland,POL,2021,2607.16810590306,16.09,83.91,19.84747887,0.06703795437857853
Thailand,THA,2021,1043.31229823859,2.05,97.95,9.04449558,0.16503390939440185
United States,USA,2021,12080.0736201021,4.61,95.39,10.72964573,0.016005281119590882
